READ SERR 1 2
@zpup_640_grp20_Martins_HeII1_norm1frozen.pco
!
28.0000038 0.700000226 2.10906001E-4 3.35673365E-4 2.64044211E-4
26.6900024 0.610000491 2.42023176E-4 3.60584963E-4 3.63008643E-4
25.6250019 0.454999775 3.24471039E-4 4.20564815E-4 2.21756054E-4
25.0500031 0.120000042 1.23028492E-3 8.79026193E-4 4.69553779E-4
24.9050026 2.49998719E-2 6.49594003E-3 2.5149521E-3 3.83382337E-3
24.8650017 1.50003852E-2 1.03341322E-2 3.66329518E-3 9.12858732E-3
24.8375015 1.24997497E-2 1.24015249E-2 4.23973193E-3 1.5453089E-2
24.8150024 1.00000454E-2 1.55015253E-2 5.07528475E-3 2.20103934E-2
24.7900028 1.50001394E-2 9.84219182E-3 3.63993924E-3 2.92390101E-2
24.7675018 7.4993656E-3 2.46077888E-2 6.84017129E-3 3.4024898E-2
24.7475033 1.24998642E-2 1.35824988E-2 4.36417805E-3 3.58055532E-2
24.7200031 1.50000071E-2 1.03343921E-2 3.67231225E-3 3.43775414E-2
24.6950035 1.00003127E-2 1.62392594E-2 5.16274571E-3 2.91831754E-2
24.6750031 1.00002196E-2 1.47631001E-2 4.98207146E-3 2.31724046E-2
24.6550026 1.00000873E-2 1.47632957E-2 4.97623859E-3 1.70137454E-2
24.6225014 2.25006491E-2 6.88939914E-3 2.69757537E-3 8.86676461E-3
24.3500004 0.249999896 5.90537267E-4 5.80288295E-4 5.14808053E-4
23.880003 0.219998866 6.71068206E-4 6.22072606E-4 4.74621629E-4
23.4275017 0.232500866 6.34983648E-4 6.03954191E-4 3.39277845E-4
22.3625011 0.832500219 1.95958908E-3 3.48262722E-4 7.25037302E-4
21.5050011 2.49995552E-2 5.905475E-3 2.46858248E-3 2.17900309E-3
21.3675022 0.11250037 1.3123001E-3 9.11777955E-4 4.52635868E-4
21.1050014 0.14999935 9.8423264E-4 7.72208383E-4 6.79456047E-4
20.9050026 5.00000529E-2 3.24795023E-3 1.54537568E-3 7.73669081E-3
20.8325024 2.2500705E-2 7.2174482E-3 2.72948411E-3 7.49110663E-3
20.5975018 0.212499589 6.9475075E-4 6.32936019E-4 7.16131937E-4
